"Localidade (Cod)","Localidade","Função (Cod/Desc)","Subfunção (Cod/Desc)","Despesa Executada (Favorecido)","Despesa Executada (Subelemento)"
"2805208","PINHÃO - SE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3556701","VINHEDO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1200179","CAPIXABA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5103254","COLNIZA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2602506","BREJINHO - PE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3154903","RIO CASCA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2505402","DESTERRO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1600501","OIAPOQUE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2602407","BREJÃO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2604700","CORRENTES","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2706448","PARIPUEIRA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"4207502","INDAIAL","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2604601","CONDADO - PE","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3144672","NOVA BELÉM","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2616506","XEXÉU","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2909307","CORRENTINA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3518206","GUARARAPES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3204708","SÃO GABRIEL DA PALHA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2904852","CABACEIRAS DO PARAGUAÇU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2933059","VÁRZEA DA ROÇA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3304755","SÃO FRANCISCO DE ITABAPOANA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2602100","BOM CONSELHO","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"4202800","BRAÇO DO NORTE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4320677","SINIMBU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3109303","BURITIS - MG","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1400233","CAROEBE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2901106","AMÉLIA RODRIGUES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2917607","JAGUAQUARA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3300704","CABO FRIO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2516300","SUMÉ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3503505","AREIAS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3113206","CARANDAÍ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2608305","JUPI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2603454","CAMARAGIBE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3302056","ITALVA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2302503","BREJO SANTO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3546306","SANTA CRUZ DAS PALMEIRAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2919207","LAURO DE FREITAS","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2601052","ARAÇOIABA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3104452","ARICANDUVA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"9000000","NACIONAL","10 - SAÚDE","128 - FORMAÇÃO DE RECURSOS HUMANOS","190587468,37","190587468,37"
"2919157","LAPÃO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1600000","AMAPÁ (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","3430164","3430164"
"1400100","BOA VISTA - RR","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3552205","SOROCABA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","847600","847600"
"2607901","JABOATÃO DOS GUARARAPES","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","350000","350000"
"2609600","OLINDA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","1110000","1110000"
"9000000","NACIONAL","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","782303689,74","782303689,74"
"3300000","RIO DE JANEIRO (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","293954458,35","293954458,35"
"2300000","CEARÁ (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","977984249,37","977984249,37"
"1100000","RONDÔNIA (ESTADO)","10 - SAÚDE","304 - VIGILÂNCIA SANITÁRIA","1184343,88","1184343,88"
"3546801","SANTA ISABEL - SP","10 - SAÚDE","301 - ATENÇÃO BÁSICA","90000","90000"
"4203907","CAPINZAL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"2400000","RIO GRANDE DO NORTE (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","14322000","14322000"
"NÃO INFORMADO","NÃO INFORMADO","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"2800000","SERGIPE (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","38525745,99","38525745,99"
"5100000","MATO GROSSO (ESTADO)","10 - SAÚDE","304 - VIGILÂNCIA SANITÁRIA","2256423","2256423"
"9000000","NACIONAL","10 - SAÚDE","124 - CONTROLE INTERNO","13900527,38","13900527,38"
"2500000","PARAÍBA (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","37291732","37291732"
"2200000","PIAUÍ (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","348912826,91","348912826,91"
"3200000","ESPÍRITO SANTO (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","12857462","12857462"
"4110656","IRACEMA DO OESTE","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3300000","RIO DE JANEIRO (ESTADO)","10 - SAÚDE","571 - DESENVOLVIMENTO CIENTÍFICO","11755000","11755000"
"2211001","TERESINA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","662040,9","662040,9"
"3529401","MAUÁ","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"2927408","SALVADOR","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"5100000","MATO GROSSO (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","321818592,2","321818592,2"
"3203403","MIMOSO DO SUL","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","250000","250000"
"1200435","SANTA ROSA DO PURUS","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","150000","150000"
"5100000","MATO GROSSO (ESTADO)","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3100000","MINAS GERAIS (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","215817552,98","215817552,98"
"3100000","MINAS GERAIS (ESTADO)","10 - SAÚDE","572 - DESENVOLVIMENTO TECNOLÓGICO E ENGENHARIA","0","0"
"9000000","NACIONAL","10 - SAÚDE","121 - PLANEJAMENTO E ORÇAMENTO","32923948,65","32923948,65"
"1500000","PARÁ (ESTADO)","10 - SAÚDE","304 - VIGILÂNCIA SANITÁRIA","4529717","4529717"
"2800308","ARACAJU","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1200000","ACRE (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3550308","SÃO PAULO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"5100000","MATO GROSSO (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","147352558","147352558"
"4200000","SANTA CATARINA (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","71192385,89","71192385,89"
"4314100","PASSO FUNDO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"9400000","REGIÃO SUL","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","27612084","27612084"
"2806602","SANTO AMARO DAS BROTAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3100000","MINAS GERAIS (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","21001883","21001883"
"2604908","CUMARU","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"9000000","NACIONAL","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","46227345,44","46227345,44"
"3301900","ITABORAÍ","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"4216008","SÃO CARLOS - SC","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","100000","100000"
"1500000","PARÁ (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","37377984","37377984"
"1702109","ARAGUAÍNA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","750000","750000"
"3550209","SÃO MIGUEL ARCANJO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3525300","JAÚ","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"2901007","AMARGOSA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","300000","300000"
"3101508","ALÉM PARAÍBA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"1200013","ACRELÂNDIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","100000","100000"
"5300108","BRASÍLIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","2500000","2500000"
"1600000","AMAPÁ (ESTADO)","10 - SAÚDE","128 - FORMAÇÃO DE RECURSOS HUMANOS","0","0"
"3302858","MESQUITA - RJ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","100000","100000"
"3551009","SÃO VICENTE - SP","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"2606002","GARANHUNS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"2905305","CAFARNAUM","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1600303","MACAPÁ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","700000","700000"
"3300000","RIO DE JANEIRO (ESTADO)","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","499415,4","499415,4"
"3155900","RIO PRETO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1302900","MAUÉS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","480000","480000"
"2703601","JAPARATINGA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","300000","300000"
"3523107","ITAQUAQUECETUBA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3205002","SERRA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","2000000","2000000"
"4311007","JAGUARÃO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3304128","QUATIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3519303","IBATÉ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","170000","170000"
"3162922","SÃO JOAQUIM DE BICAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2800407","ARAUÁ","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"1100000","RONDÔNIA (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3301306","CASIMIRO DE ABREU","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","500000","500000"
"2804102","MOITA BONITA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","50000","50000"
"3133006","ITAMONTE","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2511400","PICUÍ","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2311207","POTENGI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","250000","250000"
"4100000","PARANÁ (ESTADO)","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3304102","PORCIÚNCULA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3139409","MANHUAÇU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","338000","338000"
"2700409","ATALAIA - AL","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","130000","130000"
"2604502","CHÃ GRANDE","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3202009","DORES DO RIO PRETO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","250000","250000"
"1300000","AMAZONAS (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"4322327","TURUÇU","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3138104","LASSANCE","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","150000","150000"
"2704708","MARECHAL DEODORO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","323475","323475"
"3300000","RIO DE JANEIRO (ESTADO)","10 - SAÚDE","365 - EDUCAÇÃO INFANTIL","291529,55","291529,55"
"1200013","ACRELÂNDIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","250000","250000"
"3125952","FERVEDOURO","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","190000","190000"
"4316105","RONDA ALTA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","100000","100000"
"3520103","IGARAPAVA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2300000","CEARÁ (ESTADO)","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","1700000","1700000"
"2603504","CAMOCIM DE SÃO FÉLIX","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","135000","135000"
"1703206","BERNARDO SAYÃO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3300456","BELFORD ROXO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3306107","VALENÇA - RJ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","276811","276811"
"3507902","BROTAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","129950","129950"
"3304110","PORTO REAL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1301704","HUMAITÁ - AM","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1302603","MANAUS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","200000","200000"
"1200401","RIO BRANCO - AC","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2307650","MARACANAÚ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","1842297","1842297"
"1716505","PEDRO AFONSO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","9201000","9201000"
"4323002","VIAMÃO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3303401","NOVA FRIBURGO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","146227,9","146227,9"
"3538709","PIRACICABA","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"3304144","QUEIMADOS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"5000000","MATO GROSSO DO SUL (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2911907","IAÇU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4314209","PEDRO OSÓRIO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2914406","IRAQUARA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2614402","SOLIDÃO","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2927408","SALVADOR","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4215802","SÃO BENTO DO SUL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"3543253","RIBEIRÃO GRANDE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3302502","MAGÉ","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1700000","TOCANTINS (ESTADO)","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"2930709","SIMÕES FILHO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3514809","ELDORADO - SP","10 - SAÚDE","301 - ATENÇÃO BÁSICA","100000","100000"
"3552502","SUZANO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1500800","ANANINDEUA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4104659","CARAMBEÍ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","97520,05","97520,05"
"2801603","CEDRO DE SÃO JOÃO","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3303005","MIRACEMA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3101508","ALÉM PARAÍBA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","97000","97000"
"3557154","ZACARIAS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","140000","140000"
"3305000","SÃO JOÃO DA BARRA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","1200000","1200000"
"3136900","JURUAIA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","100000","100000"
"4104303","CAMPO MOURÃO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","100000","100000"
"4218004","TIJUCAS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4202206","BENEDITO NOVO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","110000","110000"
"3205309","VITÓRIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2304236","CROATÁ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3520202","IGARATÁ","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","100000","100000"
"2500304","ALAGOA GRANDE","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2924801","PIRITIBA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4309159","GRAMADO XAVIER","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"5007406","RIO VERDE DE MATO GROSSO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","200000","200000"
"3114204","CARMO DO CAJURU","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1600303","MACAPÁ","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"2300200","ACARAÚ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","150000","150000"
"3202306","GUAÇUÍ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","128595","128595"
"3530706","MOGI GUAÇU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"5003702","DOURADOS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3302205","ITAPERUNA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3136702","JUIZ DE FORA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3551801","SETE BARRAS","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","249999","249999"
"2610905","PESQUEIRA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2610301","PARANATAMA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","150000","150000"
"3205002","SERRA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","300000","300000"
"3546702","SANTA GERTRUDES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5203302","BELA VISTA DE GOIÁS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3300159","APERIBÉ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2704104","LAGOA DA CANOA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"5208707","GOIÂNIA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","100000","100000"
"2500000","PARAÍBA (ESTADO)","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"3105608","BARBACENA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","1770834","1770834"
"3527108","LINS","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2602902","CABO DE SANTO AGOSTINHO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2614303","MOREILÂNDIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3527009","LINDÓIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3523909","ITU","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"4304606","CANOAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"4120408","PRESIDENTE CASTELO BRANCO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1600000","AMAPÁ (ESTADO)","10 - SAÚDE","364 - ENSINO SUPERIOR","250000","250000"
"3527207","LORENA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3543907","RIO CLARO - SP","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2707008","PINDOBA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"4314209","PEDRO OSÓRIO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3102001","ALTEROSA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2902609","BAIXA GRANDE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2611408","PRIMAVERA - PE","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2802809","INDIAROBA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"5107701","ROSÁRIO OESTE","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"5210000","INHUMAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3205101","VIANA - ES","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"NÃO INFORMADO","NÃO INFORMADO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3300233","ARMAÇÃO DOS BÚZIOS","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3523909","ITU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2800308","ARACAJU","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3551009","SÃO VICENTE - SP","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3304201","RESENDE","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2505238","CUITÉ DE MAMANGUAPE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3302908","MIGUEL PEREIRA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2310951","PIRES FERREIRA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"5208806","GOIANIRA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2310803","PEREIRO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2903706","BOA NOVA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1600808","VITÓRIA DO JARI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5108402","VÁRZEA GRANDE - MT","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4115200","MARINGÁ","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3549003","SÃO FRANCISCO - SP","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2506103","FAGUNDES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4305108","CAXIAS DO SUL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","300000","300000"
"3551009","SÃO VICENTE - SP","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2806503","SANTA ROSA DE LIMA - SE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1600055","SERRA DO NAVIO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","220000","220000"
"1501600","BONITO - PA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","300000","300000"
"3306305","VOLTA REDONDA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"5002001","BATAYPORÃ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3502903","ARAÇOIABA DA SERRA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2919553","LUÍS EDUARDO MAGALHÃES","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3303500","NOVA IGUAÇU","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3302254","ITATIAIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2613008","SÃO BENTO DO UNA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
