"";"COD6D";"COD7D";"Município";"population.Homens";"icsap_n.Homens";"it_n.Homens";"icsap_prop.Homens";"icsap_rate.Homens";"population.Mulheres";"icsap_n.Mulheres";"it_n.Mulheres";"icsap_prop.Mulheres";"icsap_rate.Mulheres";"icsap_prop_ratio";"icsap_rate_ratio"
"447";"150470";"1504703";"Moju (PA)";36666;414;1613;0,256664600123993;112,911143838979;33352;517;2095;0,246778042959427;155,013192612137;0,961480635974773;1,37287771022141
"449";"150480";"1504802";"Monte Alegre (PA)";28508;501;1556;0,321979434447301;175,740143117721;26954;616;1870;0,329411764705882;228,537508347555;1,02308324527416;1,30042860039363
"451";"150490";"1504901";"Muaná (PA)";17906;205;614;0,333876221498371;114,486764213113;16298;300;829;0,361881785283474;184,071665234998;1,08388007884904;1,60779865253555
"453";"150495";"1504950";"Nova Esperança do Piriá (PA)";10643;331;786;0,421119592875318;311,0025368787;9515;409;885;0,462146892655367;429,84760903836;1,09742434328435;1,38213537854842
"455";"150497";"1504976";"Nova Ipixuna (PA)";7731;9;90;0,1;11,6414435389988;6914;26;137;0,18978102189781;37,6048597049465;1,8978102189781;3,2302574486549
"457";"150500";"1505007";"Nova Timboteua (PA)";7082;48;192;0,25;67,7774639932223;6588;45;202;0,222772277227723;68,3060109289617;0,891089108910891;1,00779826958106
"459";"150503";"1505031";"Novo Progresso (PA)";13435;238;792;0,30050505050505;177,149237067361;11689;221;677;0,326440177252585;189,066643853195;1,08630512766406;1,06727326057465
"461";"150506";"1505064";"Novo Repartimento (PA)";32748;597;1263;0,472684085510689;182,301209234152;29302;546;1148;0,475609756097561;186,335403726708;1,00618948400539;1,02212927994007
"463";"150510";"1505106";"Óbidos (PA)";25563;856;1373;0,623452294246176;334,858975863553;23770;1115;1735;0,642651296829971;469,078670593185;1,03079466185461;1,40082453929598
"465";"150520";"1505205";"Oeiras do Pará (PA)";15017;104;298;0,348993288590604;69,2548445095558;13578;111;320;0,346875;81,7498895271763;0,993930288461538;1,18042124137462
"467";"150530";"1505304";"Oriximiná (PA)";31756;330;1103;0,299184043517679;103,917369945837;31038;440;1169;0,376390076988879;141,76171145048;1,25805531793556;1,36417724509741
"469";"150540";"1505403";"Ourém (PA)";8443;131;387;0,338501291989664;155,15811915196;7868;143;532;0,268796992481203;181,74885612608;0,794079664810882;1,17137831471183
"471";"150543";"1505437";"Ourilândia do Norte (PA)";14270;837;1198;0,698664440734558;586,545199719692;13089;790;1151;0,686359687228497;603,560241424097;0,982388178374838;1,02900891817465
"473";"150548";"1505486";"Pacajá (PA)";21599;211;676;0,312130177514793;97,6897078568452;18380;214;613;0,34910277324633;116,430903155604;1,11845248679867;1,1918441124445
"475";"150549";"1505494";"Palestina do Pará (PA)";3879;124;262;0,473282442748092;319,670018045888;3596;155;358;0,432960893854749;431,034482758621;0,914804469273743;1,34837319243604
"477";"150550";"1505502";"Paragominas (PA)";49267;187;1466;0,127557980900409;37,9564414313841;48552;525;1825;0,287671232876712;108,131487889273;2,25521939784631;2,84883102344429
"479";"150553";"1505536";"Parauapebas (PA)";77893;403;1837;0,219379422972237;51,7376400960292;76015;404;2376;0,17003367003367;53,147405117411;0,77506662990534;1,02724834412171
"481";"150555";"1505551";"Pau D'Arco (PA)";3178;179;362;0,494475138121547;563,247325361863;2855;167;427;0,391100702576112;584,938704028021;0,790941085656719;1,03851128569891
"483";"150560";"1505601";"Peixe-Boi (PA)";4039;31;133;0,233082706766917;76,751671205744;3815;32;130;0,246153846153846;83,8794233289646;1,0560794044665;1,09286771234093
"485";"150563";"1505635";"Piçarra (PA)";6776;229;457;0,50109409190372;337,957497048406;5921;184;458;0,40174672489083;310,758317851714;0,801739097271219;0,91951893526778
"487";"150565";"1505650";"Placas (PA)";12568;151;412;0,366504854368932;120,146403564609;11366;154;398;0,386934673366834;135,491817701918;1,05574228759693;1,12772262574682
"489";"150570";"1505700";"Ponta de Pedras (PA)";13379;155;360;0,430555555555556;115,853202780477;12620;215;462;0,465367965367965;170,364500792393;1,08085462924173;1,47052042329124
"491";"150580";"1505809";"Portel (PA)";26818;179;743;0,240915208613728;66,7462152285778;25354;205;803;0,255292652552927;80,8550918987142;1,05967844048505;1,21138092432386
"493";"150590";"1505908";"Porto de Moz (PA)";17612;336;948;0,354430379746835;190,779014308426;16344;379;1086;0,348987108655617;231,889378365149;0,984642199421205;1,21548682493066
"495";"150600";"1506005";"Prainha (PA)";15516;195;500;0,39;125,676720804331;13833;315;650;0,484615384615385;227,716330513988;1,24260355029586;1,811921325259
"497";"150610";"1506104";"Primavera (PA)";5300;48;193;0,248704663212435;90,5660377358491;4968;71;239;0,297071129707113;142,914653784219;1,19447350069735;1,57801596886742
"499";"150611";"1506112";"Quatipuru (PA)";6461;30;136;0,220588235294118;46,432440798638;5950;35;176;0,198863636363636;58,8235294117647;0,901515151515151;1,26686274509804
"501";"150613";"1506138";"Redenção (PA)";38016;879;2693;0,326401782398812;231,218434343434;37540;803;2786;0,288226848528356;213,905167820991;0,883043120690401;0,925121599531603
"503";"150616";"1506161";"Rio Maria (PA)";9161;374;885;0,422598870056497;408,252374194957;8536;410;1128;0,363475177304965;480,318650421743;0,860095005120036;1,17652383864
"505";"150618";"1506187";"Rondon do Pará (PA)";24274;1260;2538;0,49645390070922;519,073906237126;22690;1819;3221;0,564731449860292;801,674746584398;1,13753049186145;1,54443276179283
"507";"150619";"1506195";"Rurópolis (PA)";20875;266;627;0,424242424242424;127,425149700599;19212;287;690;0,415942028985507;149,385800541328;0,980434782608696;1,17234157379708
"509";"150620";"1506203";"Salinópolis (PA)";19096;290;1054;0,275142314990512;151,864264767491;18325;361;1166;0,309605488850772;196,99863574352;1,12525581120246;1,29720205108905
"511";"150630";"1506302";"Salvaterra (PA)";10292;227;481;0,471933471933472;220,559657986786;9891;244;497;0,490945674044266;246,688909109291;1,04028576746825;1,11846795266644
"513";"150635";"1506351";"Santa Bárbara do Pará (PA)";8755;64;280;0,228571428571429;73,1010850942319;8386;62;366;0,169398907103825;73,9327450512759;0,741120218579235;1,01137684831863
"515";"150640";"1506401";"Santa Cruz do Arari (PA)";4142;23;54;0,425925925925926;55,5287300820859;4013;29;59;0,491525423728814;72,2651383005233;1,15401621223287;1,30140088191638
